fips,state,year,unemp_rate
11,District of Columbia,2022,4.7
11,District of Columbia,2023,4.9
12,Florida,2000,3.7
12,Florida,2001,4.7
12,Florida,2002,5.6
12,Florida,2003,5.3
12,Florida,2004,4.6
12,Florida,2005,3.7
12,Florida,2006,3.3
12,Florida,2007,4.0
12,Florida,2008,6.3
12,Florida,2009,10.2
12,Florida,2010,11.3
12,Florida,2011,10.2
12,Florida,2012,8.7
12,Florida,2013,7.5
12,Florida,2014,6.5
12,Florida,2015,5.5
12,Florida,2016,4.9
12,Florida,2017,4.3
12,Florida,2018,3.6
12,Florida,2019,3.2
12,Florida,2020,8.0
12,Florida,2021,4.7
12,Florida,2022,3.0
12,Florida,2023,2.9
13,Georgia,2000,3.5
13,Georgia,2001,4.0
13,Georgia,2002,5.0
13,Georgia,2003,4.8
13,Georgia,2004,4.8
13,Georgia,2005,5.3
13,Georgia,2006,4.7
13,Georgia,2007,4.6
13,Georgia,2008,6.4
13,Georgia,2009,9.9
13,Georgia,2010,10.4
13,Georgia,2011,10.0
13,Georgia,2012,9.0
13,Georgia,2013,8.1
13,Georgia,2014,7.1
13,Georgia,2015,6.1
13,Georgia,2016,5.4
13,Georgia,2017,4.8
13,Georgia,2018,4.0
13,Georgia,2019,3.6
13,Georgia,2020,6.5
13,Georgia,2021,3.9
13,Georgia,2022,3.1
13,Georgia,2023,3.2
15,Hawaii,2000,4.2
15,Hawaii,2001,4.3
15,Hawaii,2002,4.0
15,Hawaii,2003,3.9
15,Hawaii,2004,3.3
15,Hawaii,2005,2.8
15,Hawaii,2006,2.5
15,Hawaii,2007,2.8
15,Hawaii,2008,4.1
15,Hawaii,2009,6.5
15,Hawaii,2010,6.7
15,Hawaii,2011,6.7
15,Hawaii,2012,5.8
15,Hawaii,2013,4.7
15,Hawaii,2014,4.2
15,Hawaii,2015,3.4
15,Hawaii,2016,2.9
15,Hawaii,2017,2.2
15,Hawaii,2018,2.4
15,Hawaii,2019,2.5
15,Hawaii,2020,11.6
15,Hawaii,2021,6.0
15,Hawaii,2022,3.2
15,Hawaii,2023,2.9
16,Idaho,2000,4.6
16,Idaho,2001,5.1
16,Idaho,2002,5.7
16,Idaho,2003,5.6
16,Idaho,2004,4.9
16,Idaho,2005,4.0
16,Idaho,2006,3.4
16,Idaho,2007,3.0
16,Idaho,2008,5.0
16,Idaho,2009,9.1
16,Idaho,2010,9.1
16,Idaho,2011,8.4
16,Idaho,2012,7.5
16,Idaho,2013,6.9
16,Idaho,2014,4.4
16,Idaho,2015,3.9
16,Idaho,2016,3.7
16,Idaho,2017,3.2
16,Idaho,2018,2.9
16,Idaho,2019,2.9
16,Idaho,2020,5.5
16,Idaho,2021,3.6
16,Idaho,2022,2.9
16,Idaho,2023,3.2
17,Illinois,2000,4.5
17,Illinois,2001,5.4
17,Illinois,2002,6.5
17,Illinois,2003,6.7
17,Illinois,2004,6.2
17,Illinois,2005,5.7
17,Illinois,2006,4.6
17,Illinois,2007,5.1
17,Illinois,2008,6.5
17,Illinois,2009,10.0
17,Illinois,2010,10.4
17,Illinois,2011,9.8
17,Illinois,2012,9.0
17,Illinois,2013,9.1
17,Illinois,2014,7.2
17,Illinois,2015,6.0
17,Illinois,2016,5.9
17,Illinois,2017,5.0
17,Illinois,2018,4.4
17,Illinois,2019,4.0
17,Illinois,2020,9.3
17,Illinois,2021,6.1
17,Illinois,2022,4.6
17,Illinois,2023,4.5
18,Indiana,2000,3.0
18,Indiana,2001,4.2
18,Indiana,2002,5.1
18,Indiana,2003,5.2
18,Indiana,2004,5.4
18,Indiana,2005,5.4
18,Indiana,2006,5.0
18,Indiana,2007,4.6
18,Indiana,2008,5.9
18,Indiana,2009,10.2
18,Indiana,2010,10.0
18,Indiana,2011,8.9
18,Indiana,2012,8.2
18,Indiana,2013,7.5
18,Indiana,2014,5.9
18,Indiana,2015,4.8
18,Indiana,2016,4.4
18,Indiana,2017,3.5
18,Indiana,2018,3.4
18,Indiana,2019,3.3
18,Indiana,2020,7.3
18,Indiana,2021,3.9
18,Indiana,2022,3.1
18,Indiana,2023,3.4
19,Iowa,2000,2.7
19,Iowa,2001,3.3
19,Iowa,2002,4.0
19,Iowa,2003,4.5
19,Iowa,2004,4.5
19,Iowa,2005,4.3
19,Iowa,2006,3.7
19,Iowa,2007,3.7
19,Iowa,2008,4.1
19,Iowa,2009,6.5
19,Iowa,2010,6.1
19,Iowa,2011,5.6
19,Iowa,2012,5.0
19,Iowa,2013,4.7
19,Iowa,2014,4.3
19,Iowa,2015,3.7
19,Iowa,2016,3.6
19,Iowa,2017,3.1
19,Iowa,2018,2.6
19,Iowa,2019,2.7
19,Iowa,2020,5.2
19,Iowa,2021,3.9
19,Iowa,2022,2.9
19,Iowa,2023,3.0
20,Kansas,2000,3.7
20,Kansas,2001,4.3
20,Kansas,2002,5.1
20,Kansas,2003,5.6
20,Kansas,2004,5.5
20,Kansas,2005,5.1
20,Kansas,2006,4.4
20,Kansas,2007,4.3
20,Kansas,2008,4.6
20,Kansas,2009,7.1
20,Kansas,2010,7.0
20,Kansas,2011,6.4
20,Kansas,2012,5.7
20,Kansas,2013,5.3
20,Kansas,2014,4.5
20,Kansas,2015,4.2
20,Kansas,2016,4.0
20,Kansas,2017,3.6
20,Kansas,2018,3.3
20,Kansas,2019,3.2
20,Kansas,2020,5.8
20,Kansas,2021,3.4
20,Kansas,2022,2.8
20,Kansas,2023,2.9
21,Kentucky,2000,4.2
21,Kentucky,2001,5.2
21,Kentucky,2002,5.8
21,Kentucky,2003,6.2
21,Kentucky,2004,5.5
21,Kentucky,2005,5.9
21,Kentucky,2006,5.7
21,Kentucky,2007,5.4
21,Kentucky,2008,6.5
21,Kentucky,2009,10.6
21,Kentucky,2010,10.3
21,Kentucky,2011,9.4
21,Kentucky,2012,8.2
21,Kentucky,2013,7.9
21,Kentucky,2014,6.4
21,Kentucky,2015,5.3
21,Kentucky,2016,5.1
21,Kentucky,2017,4.8
21,Kentucky,2018,4.2
21,Kentucky,2019,4.1
21,Kentucky,2020,6.5
21,Kentucky,2021,4.4
21,Kentucky,2022,4.0
21,Kentucky,2023,4.2
22,Louisiana,2000,5.1
22,Louisiana,2001,5.6
22,Louisiana,2002,6.0
22,Louisiana,2003,6.2
22,Louisiana,2004,5.7
22,Louisiana,2005,7.1
22,Louisiana,2006,4.1
22,Louisiana,2007,4.1
22,Louisiana,2008,4.7
22,Louisiana,2009,6.7
22,Louisiana,2010,7.4
22,Louisiana,2011,7.3
22,Louisiana,2012,6.7
22,Louisiana,2013,6.4
22,Louisiana,2014,6.2
22,Louisiana,2015,6.3
22,Louisiana,2016,6.0
22,Louisiana,2017,5.1
22,Louisiana,2018,4.8
22,Louisiana,2019,4.6
22,Louisiana,2020,8.6
22,Louisiana,2021,5.6
22,Louisiana,2022,3.7
22,Louisiana,2023,3.7
23,Maine,2000,3.3
23,Maine,2001,3.8
23,Maine,2002,4.4
23,Maine,2003,5.1
23,Maine,2004,4.7
23,Maine,2005,4.9
23,Maine,2006,4.7
23,Maine,2007,4.7
23,Maine,2008,5.4
23,Maine,2009,8.3
23,Maine,2010,8.4
23,Maine,2011,7.8
23,Maine,2012,7.2
23,Maine,2013,6.7
23,Maine,2014,5.6
23,Maine,2015,4.4
23,Maine,2016,3.8
23,Maine,2017,3.4
23,Maine,2018,3.2
23,Maine,2019,2.9
23,Maine,2020,5.1
23,Maine,2021,4.7
23,Maine,2022,2.8
23,Maine,2023,2.6
24,Maryland,2000,3.6
24,Maryland,2001,4.1
24,Maryland,2002,4.5
24,Maryland,2003,4.5
24,Maryland,2004,4.3
24,Maryland,2005,4.2
24,Maryland,2006,3.8
24,Maryland,2007,3.4
24,Maryland,2008,4.3
24,Maryland,2009,7.1
24,Maryland,2010,7.8
24,Maryland,2011,7.3
24,Maryland,2012,6.9
24,Maryland,2013,6.6
24,Maryland,2014,5.7
24,Maryland,2015,5.0
24,Maryland,2016,4.2
24,Maryland,2017,4.1
24,Maryland,2018,3.8
24,Maryland,2019,3.4
24,Maryland,2020,6.5
24,Maryland,2021,5.2
24,Maryland,2022,3.0
24,Maryland,2023,2.2
25,Massachusetts,2000,2.8
25,Massachusetts,2001,3.8
25,Massachusetts,2002,5.2
25,Massachusetts,2003,5.7
25,Massachusetts,2004,5.1
25,Massachusetts,2005,4.8
25,Massachusetts,2006,4.7
25,Massachusetts,2007,4.5
25,Massachusetts,2008,5.3
25,Massachusetts,2009,8.1
25,Massachusetts,2010,8.1
25,Massachusetts,2011,7.2
25,Massachusetts,2012,6.7
25,Massachusetts,2013,6.7
25,Massachusetts,2014,5.7
25,Massachusetts,2015,4.8
25,Massachusetts,2016,4.0
25,Massachusetts,2017,3.8
25,Massachusetts,2018,3.5
25,Massachusetts,2019,3.0
25,Massachusetts,2020,9.3
25,Massachusetts,2021,5.3
25,Massachusetts,2022,3.7
25,Massachusetts,2023,3.5
26,Michigan,2000,3.6
26,Michigan,2001,5.2
26,Michigan,2002,6.2
26,Michigan,2003,7.1
26,Michigan,2004,7.0
26,Michigan,2005,6.8
26,Michigan,2006,6.9
26,Michigan,2007,7.1
26,Michigan,2008,8.2
26,Michigan,2009,13.5
26,Michigan,2010,12.8
26,Michigan,2011,10.1
26,Michigan,2012,9.1
26,Michigan,2013,8.8
26,Michigan,2014,7.2
26,Michigan,2015,5.4
26,Michigan,2016,5.0
26,Michigan,2017,4.6
26,Michigan,2018,4.2
26,Michigan,2019,4.1
26,Michigan,2020,10.0
26,Michigan,2021,5.7
26,Michigan,2022,4.2
26,Michigan,2023,3.9
27,Minnesota,2000,3.1
27,Minnesota,2001,3.7
27,Minnesota,2002,4.4
27,Minnesota,2003,4.8
27,Minnesota,2004,4.6
27,Minnesota,2005,4.1
27,Minnesota,2006,4.1
27,Minnesota,2007,4.6
27,Minnesota,2008,5.4
27,Minnesota,2009,7.7
27,Minnesota,2010,7.4
27,Minnesota,2011,6.6
27,Minnesota,2012,5.7
27,Minnesota,2013,5.0
27,Minnesota,2014,4.2
27,Minnesota,2015,3.8
27,Minnesota,2016,3.9
27,Minnesota,2017,3.4
27,Minnesota,2018,3.0
27,Minnesota,2019,3.3
27,Minnesota,2020,6.3
27,Minnesota,2021,3.7
27,Minnesota,2022,2.4
27,Minnesota,2023,2.8
28,Mississippi,2000,5.3
28,Mississippi,2001,5.5
28,Mississippi,2002,6.4
28,Mississippi,2003,6.1
28,Mississippi,2004,6.2
28,Mississippi,2005,7.7
28,Mississippi,2006,6.4
28,Mississippi,2007,6.1
28,Mississippi,2008,6.7
28,Mississippi,2009,9.2
28,Mississippi,2010,10.1
28,Mississippi,2011,9.8
28,Mississippi,2012,8.8
28,Mississippi,2013,8.5
28,Mississippi,2014,7.6
28,Mississippi,2015,6.5
28,Mississippi,2016,6.0
28,Mississippi,2017,5.2
28,Mississippi,2018,4.9
28,Mississippi,2019,5.5
28,Mississippi,2020,7.9
28,Mississippi,2021,5.4
28,Mississippi,2022,3.8
28,Mississippi,2023,3.1
29,Missouri,2000,3.4
29,Missouri,2001,4.5
29,Missouri,2002,5.3
29,Missouri,2003,5.7
29,Missouri,2004,5.9
29,Missouri,2005,5.4
29,Missouri,2006,4.9
29,Missouri,2007,5.1
29,Missouri,2008,6.1
29,Missouri,2009,9.1
29,Missouri,2010,9.4
29,Missouri,2011,8.6
29,Missouri,2012,7.1
29,Missouri,2013,6.8
29,Missouri,2014,6.2
29,Missouri,2015,5.1
29,Missouri,2016,4.6
29,Missouri,2017,3.8
29,Missouri,2018,3.2
29,Missouri,2019,3.2
29,Missouri,2020,6.1
29,Missouri,2021,4.1
29,Missouri,2022,2.6
29,Missouri,2023,3.1
30,Montana,2000,4.8
30,Montana,2001,4.6
30,Montana,2002,4.6
30,Montana,2003,4.7
30,Montana,2004,4.5
30,Montana,2005,4.1
30,Montana,2006,3.4
30,Montana,2007,3.4
30,Montana,2008,4.7
30,Montana,2009,7.1
30,Montana,2010,7.2
30,Montana,2011,6.6
30,Montana,2012,5.8
30,Montana,2013,5.3
30,Montana,2014,4.6
30,Montana,2015,4.3
30,Montana,2016,4.3
30,Montana,2017,4.1
30,Montana,2018,3.7
30,Montana,2019,3.5
30,Montana,2020,5.8
30,Montana,2021,3.4
30,Montana,2022,2.7
30,Montana,2023,2.7
31,Nebraska,2000,2.8
31,Nebraska,2001,3.2
31,Nebraska,2002,3.7
31,Nebraska,2003,3.9
31,Nebraska,2004,3.9
31,Nebraska,2005,3.8
31,Nebraska,2006,3.1
31,Nebraska,2007,3.0
31,Nebraska,2008,3.2
31,Nebraska,2009,4.6
31,Nebraska,2010,4.7
31,Nebraska,2011,4.4
31,Nebraska,2012,3.9
31,Nebraska,2013,3.7
31,Nebraska,2014,3.2
31,Nebraska,2015,3.0
31,Nebraska,2016,3.1
31,Nebraska,2017,3.0
31,Nebraska,2018,2.9
31,Nebraska,2019,3.1
31,Nebraska,2020,4.3
31,Nebraska,2021,2.7
31,Nebraska,2022,2.2
31,Nebraska,2023,2.3
32,Nevada,2000,4.2
32,Nevada,2001,5.1
32,Nevada,2002,5.6
32,Nevada,2003,5.2
32,Nevada,2004,4.4
32,Nevada,2005,4.2
32,Nevada,2006,4.1
32,Nevada,2007,4.8
32,Nevada,2008,6.9
32,Nevada,2009,11.1
32,Nevada,2010,13.3
32,Nevada,2011,13.0
32,Nevada,2012,11.5
32,Nevada,2013,10.0
32,Nevada,2014,8.2
32,Nevada,2015,6.9
32,Nevada,2016,5.8
32,Nevada,2017,5.0
32,Nevada,2018,4.4
32,Nevada,2019,4.1
32,Nevada,2020,13.5
32,Nevada,2021,6.8
32,Nevada,2022,5.2
32,Nevada,2023,5.1
33,New Hampshire,2000,2.7
33,New Hampshire,2001,3.4
33,New Hampshire,2002,4.5
33,New Hampshire,2003,4.4
33,New Hampshire,2004,3.8
33,New Hampshire,2005,3.6
33,New Hampshire,2006,3.5
33,New Hampshire,2007,3.5
33,New Hampshire,2008,3.8
33,New Hampshire,2009,6.1
33,New Hampshire,2010,6.1
33,New Hampshire,2011,5.5
33,New Hampshire,2012,5.5
33,New Hampshire,2013,5.2
33,New Hampshire,2014,4.3
33,New Hampshire,2015,3.4
33,New Hampshire,2016,2.9
33,New Hampshire,2017,2.8
33,New Hampshire,2018,2.6
33,New Hampshire,2019,2.6
33,New Hampshire,2020,6.7
33,New Hampshire,2021,3.5
33,New Hampshire,2022,2.4
33,New Hampshire,2023,2.3
34,New Jersey,2000,3.7
34,New Jersey,2001,4.2
34,New Jersey,2002,5.8
34,New Jersey,2003,5.8
34,New Jersey,2004,4.9
34,New Jersey,2005,4.4
34,New Jersey,2006,4.7
34,New Jersey,2007,4.2
34,New Jersey,2008,5.4
34,New Jersey,2009,8.9
34,New Jersey,2010,9.7
34,New Jersey,2011,9.4
34,New Jersey,2012,9.4
34,New Jersey,2013,8.4
34,New Jersey,2014,6.7
34,New Jersey,2015,5.7
34,New Jersey,2016,4.9
34,New Jersey,2017,4.5
34,New Jersey,2018,4.0
34,New Jersey,2019,3.5
34,New Jersey,2020,9.5
34,New Jersey,2021,6.7
34,New Jersey,2022,3.9
34,New Jersey,2023,4.3
35,New Mexico,2000,5.0
35,New Mexico,2001,5.0
35,New Mexico,2002,5.5
35,New Mexico,2003,5.9
35,New Mexico,2004,5.6
35,New Mexico,2005,5.2
35,New Mexico,2006,4.2
35,New Mexico,2007,3.6
35,New Mexico,2008,4.4
35,New Mexico,2009,7.1
35,New Mexico,2010,7.8
35,New Mexico,2011,7.2
35,New Mexico,2012,6.9
35,New Mexico,2013,6.9
35,New Mexico,2014,6.6
35,New Mexico,2015,6.6
35,New Mexico,2016,6.8
35,New Mexico,2017,6.1
35,New Mexico,2018,4.9
35,New Mexico,2019,5.0
35,New Mexico,2020,7.9
35,New Mexico,2021,7.1
35,New Mexico,2022,4.1
35,New Mexico,2023,3.7
36,New York,2000,4.5
36,New York,2001,4.9
36,New York,2002,6.2
36,New York,2003,6.4
36,New York,2004,5.8
36,New York,2005,5.0
36,New York,2006,4.5
36,New York,2007,4.4
36,New York,2008,5.4
36,New York,2009,8.4
36,New York,2010,8.7
36,New York,2011,8.4
36,New York,2012,8.6
36,New York,2013,7.8
36,New York,2014,6.3
36,New York,2015,5.2
36,New York,2016,4.9
36,New York,2017,4.6
36,New York,2018,4.1
36,New York,2019,3.9
36,New York,2020,9.8
36,New York,2021,7.1
36,New York,2022,4.3
36,New York,2023,4.0
37,North Carolina,2000,3.8
37,North Carolina,2001,5.5
37,North Carolina,2002,6.5
37,North Carolina,2003,6.3
37,North Carolina,2004,5.5
37,North Carolina,2005,5.2
37,North Carolina,2006,4.7
37,North Carolina,2007,4.7
37,North Carolina,2008,5.9
37,North Carolina,2009,10.8
37,North Carolina,2010,10.8
37,North Carolina,2011,10.4
37,North Carolina,2012,9.6
37,North Carolina,2013,7.8
37,North Carolina,2014,6.1
37,North Carolina,2015,5.7
37,North Carolina,2016,5.1
37,North Carolina,2017,4.5
37,North Carolina,2018,4.0
37,North Carolina,2019,3.9
37,North Carolina,2020,7.2
37,North Carolina,2021,4.8
37,North Carolina,2022,3.7
37,North Carolina,2023,3.5
38,North Dakota,2000,2.9
38,North Dakota,2001,2.8
38,North Dakota,2002,3.4
38,North Dakota,2003,3.5
38,North Dakota,2004,3.4
38,North Dakota,2005,3.3
38,North Dakota,2006,3.1
38,North Dakota,2007,3.0
38,North Dakota,2008,3.0
38,North Dakota,2009,3.9
38,North Dakota,2010,3.7
38,North Dakota,2011,3.3
38,North Dakota,2012,2.9
38,North Dakota,2013,2.9
38,North Dakota,2014,2.7
38,North Dakota,2015,2.8
38,North Dakota,2016,3.0
38,North Dakota,2017,2.6
38,North Dakota,2018,2.4
38,North Dakota,2019,2.2
38,North Dakota,2020,5.0
38,North Dakota,2021,3.1
38,North Dakota,2022,2.1
38,North Dakota,2023,2.0
39,Ohio,2000,4.1
39,Ohio,2001,4.4
39,Ohio,2002,5.8
39,Ohio,2003,6.2
39,Ohio,2004,6.2
39,Ohio,2005,5.9
39,Ohio,2006,5.4
39,Ohio,2007,5.6
39,Ohio,2008,6.6
39,Ohio,2009,10.2
39,Ohio,2010,10.0
39,Ohio,2011,8.8
39,Ohio,2012,7.4
39,Ohio,2013,7.4
39,Ohio,2014,5.8
39,Ohio,2015,5.0
39,Ohio,2016,5.0
39,Ohio,2017,4.9
39,Ohio,2018,4.5
39,Ohio,2019,4.1
39,Ohio,2020,8.2
39,Ohio,2021,5.3
39,Ohio,2022,4.0
39,Ohio,2023,3.7
40,Oklahoma,2000,3.0
40,Oklahoma,2001,3.6
40,Oklahoma,2002,4.6
40,Oklahoma,2003,5.4
40,Oklahoma,2004,4.7
40,Oklahoma,2005,4.3
40,Oklahoma,2006,3.9
40,Oklahoma,2007,4.0
40,Oklahoma,2008,3.6
40,Oklahoma,2009,6.5
40,Oklahoma,2010,6.5
40,Oklahoma,2011,5.6
40,Oklahoma,2012,5.1
40,Oklahoma,2013,5.1
40,Oklahoma,2014,4.3
40,Oklahoma,2015,4.3
40,Oklahoma,2016,4.6
40,Oklahoma,2017,4.0
40,Oklahoma,2018,3.3
40,Oklahoma,2019,3.1
40,Oklahoma,2020,6.3
40,Oklahoma,2021,4.0
40,Oklahoma,2022,3.0
40,Oklahoma,2023,3.1
41,Oregon,2000,5.2
41,Oregon,2001,6.4
41,Oregon,2002,7.5
41,Oregon,2003,8.0
41,Oregon,2004,7.4
41,Oregon,2005,6.2
41,Oregon,2006,5.4
41,Oregon,2007,5.2
41,Oregon,2008,6.3
41,Oregon,2009,10.6
41,Oregon,2010,10.6
41,Oregon,2011,9.5
41,Oregon,2012,8.7
41,Oregon,2013,7.8
41,Oregon,2014,6.7
41,Oregon,2015,5.5
41,Oregon,2016,4.8
41,Oregon,2017,4.1
41,Oregon,2018,4.0
41,Oregon,2019,3.7
41,Oregon,2020,7.6
41,Oregon,2021,5.2
41,Oregon,2022,4.0
41,Oregon,2023,3.8
42,Pennsylvania,2000,4.2
42,Pennsylvania,2001,4.8
42,Pennsylvania,2002,5.6
42,Pennsylvania,2003,5.7
42,Pennsylvania,2004,5.4
42,Pennsylvania,2005,5.0
42,Pennsylvania,2006,4.7
42,Pennsylvania,2007,4.6
42,Pennsylvania,2008,5.4
42,Pennsylvania,2009,8.0
42,Pennsylvania,2010,8.2
42,Pennsylvania,2011,7.7
42,Pennsylvania,2012,7.6
42,Pennsylvania,2013,7.1
42,Pennsylvania,2014,6.0
42,Pennsylvania,2015,5.4
42,Pennsylvania,2016,5.3
42,Pennsylvania,2017,5.0
42,Pennsylvania,2018,4.4
42,Pennsylvania,2019,4.3
42,Pennsylvania,2020,8.8
42,Pennsylvania,2021,5.9
42,Pennsylvania,2022,4.2
42,Pennsylvania,2023,3.7
44,Rhode Island,2000,4.0
44,Rhode Island,2001,4.5
44,Rhode Island,2002,5.1
44,Rhode Island,2003,5.5
44,Rhode Island,2004,5.3
44,Rhode Island,2005,5.1
44,Rhode Island,2006,5.2
44,Rhode Island,2007,5.1
44,Rhode Island,2008,7.6
44,Rhode Island,2009,11.2
44,Rhode Island,2010,11.6
44,Rhode Island,2011,11.1
44,Rhode Island,2012,10.3
44,Rhode Island,2013,9.5
44,Rhode Island,2014,7.8
44,Rhode Island,2015,6.0
44,Rhode Island,2016,5.2
44,Rhode Island,2017,4.5
44,Rhode Island,2018,4.0
44,Rhode Island,2019,3.5
44,Rhode Island,2020,9.2
44,Rhode Island,2021,5.6
44,Rhode Island,2022,3.2
44,Rhode Island,2023,3.0
45,South Carolina,2000,3.7
45,South Carolina,2001,5.2
45,South Carolina,2002,6.1
45,South Carolina,2003,6.7
45,South Carolina,2004,6.9
45,South Carolina,2005,6.8
45,South Carolina,2006,6.3
45,South Carolina,2007,5.6
